x,y,z,g,g0
0.6875,0.00986842,0.348684,-3.569072e-19,0
0.690789,0.00328947,0.351974,4.831382e-19,0
0.6875,0.00657895,0.351974,-5.12133e-21,0
0.707237,0.00328947,0.348684,9.339328e-19,0
0.700658,0.00986842,0.348684,-5.582974e-19,0
0.703947,0.00328947,0.351974,7.765398e-19,0
0.700658,0.00657895,0.351974,-7.005939e-21,0
0.720395,0.00328947,0.348684,1.417092e-18,0
0.713816,0.00986842,0.348684,-9.014155e-19,0
0.717105,0.00328947,0.351974,1.185753e-18,0
0.713816,0.00657895,0.351974,3.617296e-21,0
0.733553,0.00328947,0.348684,2.07229e-18,0
0.726974,0.00986842,0.348684,-1.451995e-18,0
0.730263,0.00328947,0.351974,1.725761e-18,0
0.726974,0.00657895,0.351974,4.592832e-20,0
0.746711,0.00328947,0.348684,2.783554e-18,0
0.740132,0.00986842,0.348684,-2.26827e-18,0
0.743421,0.00328947,0.351974,2.334519e-18,0
0.740132,0.00657895,0.351974,1.246413e-19,0
0.759868,0.00328947,0.348684,3.271254e-18,0
0.753289,0.00986842,0.348684,-3.251044e-18,0
0.756579,0.00328947,0.351974,2.806772e-18,0
0.753289,0.00657895,0.351974,2.711012e-19,0
0.773026,0.00328947,0.348684,3.225664e-18,0
0.766447,0.00986842,0.348684,-4.017382e-18,0
0.769737,0.00328947,0.351974,2.877492e-18,0
0.766447,0.00657895,0.351974,5.083914e-19,0
0.786184,0.00328947,0.348684,2.514789e-18,0
0.779605,0.00986842,0.348684,-4.118968e-18,0
0.782895,0.00328947,0.351974,2.397843e-18,0
0.779605,0.00657895,0.351974,7.512569e-19,0
0.799342,0.00328947,0.348684,1.439375e-18,0
0.792763,0.00986842,0.348684,-3.30321e-18,0
0.796053,0.00328947,0.351974,1.52123e-18,0
0.792763,0.00657895,0.351974,8.395509e-19,0
0.8125,0.00328947,0.348684,4.811494e-19,0
